State,District,Market,StateDistrictMarket,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Bitter gourd,Bitter Gourd,FAQ,29/07/2023,9600,9800,9700
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Bottle gourd,Bottle Gourd,FAQ,29/07/2023,3600,3800,3700
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Cabbage,Cabbage,FAQ,29/07/2023,10800,11000,10900
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2023,6200,6400,6300
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Green Chilli,Green Chilly,FAQ,29/07/2023,20600,20800,20700
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Leafy Vegetable,Leafy Vegetables,FAQ,29/07/2023,9000,9200,9100
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Onion,1st Sort,FAQ,29/07/2023,11100,11300,11200
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Papaya (Raw),Other,FAQ,29/07/2023,5000,0,5100
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Potato,Other,FAQ,29/07/2023,11200,11400,11300
Nagaland,Kohima,Jalukie,NagalandKohimaJalukie,Tomato,Tomato,FAQ,29/07/2023,13400,13500,13500
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Ashgourd,Ashgourd,FAQ,29/07/2023,4000,4800,4500
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Bhindi(Ladies Finger),Bhindi,FAQ,29/07/2023,3800,4300,4000
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Bitter gourd,Bitter Gourd,FAQ,29/07/2023,3500,4000,3800
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Chow Chow,Chow Chow,FAQ,29/07/2023,2500,3000,2800
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2023,5500,6500,6000
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Green Chilli,Green Chilly,FAQ,29/07/2023,6500,8000,7500
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Leafy Vegetable,Leafy Vegetables,FAQ,29/07/2023,2000,2500,2200
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Maize,Local,FAQ,29/07/2023,8500,11000,9500
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Season Leaves,Season Leaves,FAQ,29/07/2023,2000,2500,2200
Nagaland,Kohima,Tseminyu,NagalandKohimaTseminyu,Yam (Ratalu),Other,FAQ,29/07/2023,4000,4800,4500
Nagaland,Longleng,Longleng,NagalandLonglengLongleng,Banana,Banana - Ripe,Medium,29/07/2023,8300,8600,8400
Nagaland,Longleng,Longleng,NagalandLonglengLongleng,Beans,Beans (Whole),FAQ,29/07/2023,11400,11700,11500
Nagaland,Longleng,Longleng,NagalandLonglengLongleng,Maize,Hybrid Yellow (Cattle Feed),FAQ,29/07/2023,7900,8200,8000
Nagaland,Longleng,Longleng,NagalandLonglengLongleng,Potato,Potato,FAQ,29/07/2023,5100,5400,5200
Nagaland,Tuensang,Tuensang,NagalandTuensangTuensang,Banana,Other,Medium,29/07/2023,8100,8400,8200
Nagaland,Tuensang,Tuensang,NagalandTuensangTuensang,Leafy Vegetable,Other,FAQ,29/07/2023,5000,5300,5100
Nagaland,Tuensang,Tuensang,NagalandTuensangTuensang,Maize,Other,FAQ,29/07/2023,8200,8500,8300
Nagaland,Tuensang,Tuensang,NagalandTuensangTuensang,Potato,Potato,FAQ,29/07/2023,5200,5500,5300
Nagaland,Wokha,Baghry,NagalandWokhaBaghry,Pineapple,Pine Apple,Medium,29/07/2023,4800,5500,5200
Nagaland,Wokha,Baghry,NagalandWokhaBaghry,Turmeric,Local,FAQ,29/07/2023,2200,2400,2300
Nagaland,Wokha,Wokha Town,NagalandWokhaWokha Town,Banana,Other,Medium,29/07/2023,4500,5000,4800
Nagaland,Wokha,Wokha Town,NagalandWokhaWokha Town,Chow Chow,Other,FAQ,29/07/2023,5100,5600,5400
Nagaland,Wokha,Wokha Town,NagalandWokhaWokha Town,Leafy Vegetable,Leafy Vegetables,FAQ,29/07/2023,3000,6000,4000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Bata Putti,FAQ,29/07/2023,7000,9000,8000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Black Dom,FAQ,29/07/2023,10000,13000,11500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Blue Dom,FAQ,29/07/2023,12000,16000,14000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Chilwa,FAQ,29/07/2023,7000,10000,8500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Halwa,FAQ,29/07/2023,28000,34000,31000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Hilsa,FAQ,29/07/2023,55000,60000,57500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Katla (Small),FAQ,29/07/2023,8000,12000,10000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Katla(Big),FAQ,29/07/2023,12000,15000,13500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Malli(Big),FAQ,29/07/2023,18000,24000,21000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Malli(Small),FAQ,29/07/2023,13000,18000,15500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Pangass,FAQ,29/07/2023,6000,8500,7500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Rahu(Andhra),FAQ,29/07/2023,8000,12000,10500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Singhra(Big),FAQ,29/07/2023,20000,26000,23000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Singhra(Small),FAQ,29/07/2023,12000,16000,14000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Sol,FAQ,29/07/2023,30000,37000,33500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Soli,FAQ,29/07/2023,17000,22000,19500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Surmai(Big),FAQ,29/07/2023,54000,58000,56000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Surmali(Small),FAQ,29/07/2023,40000,48000,44000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,White Dom,FAQ,29/07/2023,13000,16000,14500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Zinga(Zambo-A),FAQ,29/07/2023,41500,53000,45000
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Zinga(Zambo-B),FAQ,29/07/2023,33000,38000,35500
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur","NCT of DelhiDelhiFish,Poultry & Egg Market, Gazipur",Fish,Zinga(Zambo-C),FAQ,29/07/2023,25000,33000,30500
Odisha,Angul,Angul(Atthamallick),OdishaAngulAngul(Atthamallick),Bhindi(Ladies Finger),Bhindi,FAQ,29/07/2023,3500,4200,3800
Odisha,Angul,Angul(Atthamallick),OdishaAngulAngul(Atthamallick),Brinjal,Brinjal,FAQ,29/07/2023,4500,5000,4800
Odisha,Angul,Angul(Atthamallick),OdishaAngulAngul(Atthamallick),Onion,Onion,FAQ,29/07/2023,2200,2700,2500
Odisha,Angul,Angul(Atthamallick),OdishaAngulAngul(Atthamallick),Potato,Potato,FAQ,29/07/2023,1800,2200,2000
Odisha,Angul,Angul(Atthamallick),OdishaAngulAngul(Atthamallick),Tomato,Tomato,FAQ,29/07/2023,11000,13000,12000
Odisha,Balasore,Jaleswar,OdishaBalasoreJaleswar,Brinjal,Other,FAQ,29/07/2023,2400,2600,2500
Odisha,Balasore,Jaleswar,OdishaBalasoreJaleswar,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2023,2100,2300,2200
Odisha,Balasore,Jaleswar,OdishaBalasoreJaleswar,Garlic,Other,FAQ,29/07/2023,9500,10500,10000
Odisha,Balasore,Jaleswar,OdishaBalasoreJaleswar,Onion,Other,FAQ,29/07/2023,2000,2200,2100
Odisha,Balasore,Jaleswar,OdishaBalasoreJaleswar,Potato,Other,FAQ,29/07/2023,1600,1800,1700
Odisha,Balasore,Jaleswar,OdishaBalasoreJaleswar,Pumpkin,Other,FAQ,29/07/2023,1000,1200,1100
Odisha,Bargarh,Bargarh,OdishaBargarhBargarh,Bhindi(Ladies Finger),Other,FAQ,29/07/2023,3200,3400,3300
Odisha,Bargarh,Bargarh,OdishaBargarhBargarh,Brinjal,Other,FAQ,29/07/2023,2800,3000,2900
Odisha,Bargarh,Bargarh,OdishaBargarhBargarh,Onion,Other,FAQ,29/07/2023,2600,2800,2700
Odisha,Bargarh,Bargarh,OdishaBargarhBargarh,Potato,Other,FAQ,29/07/2023,2200,2400,2300
Odisha,Bargarh,Bargarh(Barapalli),OdishaBargarhBargarh(Barapalli),Brinjal,Other,FAQ,29/07/2023,3200,3400,3300
Odisha,Bargarh,Bargarh(Barapalli),OdishaBargarhBargarh(Barapalli),Cabbage,Cabbage,FAQ,29/07/2023,2200,2400,2300
Odisha,Bargarh,Bargarh(Barapalli),OdishaBargarhBargarh(Barapalli),Onion,Other,FAQ,29/07/2023,2100,2300,2200
Odisha,Bargarh,Bargarh(Barapalli),OdishaBargarhBargarh(Barapalli),Potato,Other,FAQ,29/07/2023,2300,2500,2400
Odisha,Bargarh,Bargarh(Barapalli),OdishaBargarhBargarh(Barapalli),Tomato,Other,FAQ,29/07/2023,11000,11200,11100
Odisha,Bhadrak,Chandabali,OdishaBhadrakChandabali,Fish,Bata Putti,FAQ,29/07/2023,900,1000,950
Odisha,Bhadrak,Chandabali,OdishaBhadrakChandabali,Onion,Other,FAQ,29/07/2023,1600,1800,1700
Odisha,Bhadrak,Chandabali,OdishaBhadrakChandabali,Paddy(Dhan)(Common),Common,FAQ,29/07/2023,1900,2040,2040
Odisha,Bhadrak,Chandabali,OdishaBhadrakChandabali,Potato,Other,FAQ,29/07/2023,1800,1900,1850
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Banana - Green,Other,FAQ,29/07/2023,2400,2600,2500
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Bhindi(Ladies Finger),Bhindi,FAQ,29/07/2023,4200,4500,4400
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Bitter gourd,Bitter Gourd,FAQ,29/07/2023,4700,5000,4800
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Brinjal,Brinjal,FAQ,29/07/2023,4000,5000,4500
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2023,3600,4000,3800
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Drumstick,Drumstick,FAQ,29/07/2023,3800,4200,4000
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Onion,Other,FAQ,29/07/2023,1800,2200,2000
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Pointed gourd (Parval),Other,FAQ,29/07/2023,4400,4600,4500
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Potato,Potato,FAQ,29/07/2023,1800,2000,1900
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Pumpkin,Pumpkin,FAQ,29/07/2023,1500,1700,1600
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Ridgeguard(Tori),Other,FAQ,29/07/2023,3200,3500,3400
Odisha,Dhenkanal,Hindol,OdishaDhenkanalHindol,Snakeguard,Other,FAQ,29/07/2023,2800,3200,3000
Odisha,Gajapati,Kasinagar,OdishaGajapatiKasinagar,Bhindi(Ladies Finger),Other,FAQ,29/07/2023,3000,4000,4000
Odisha,Gajapati,Parlakhemundi,OdishaGajapatiParlakhemundi,Brinjal,Other,FAQ,29/07/2023,1900,2000,2000
Odisha,Gajapati,Parlakhemundi,OdishaGajapatiParlakhemundi,Cabbage,Other,FAQ,29/07/2023,1900,2000,2000
Odisha,Gajapati,Parlakhemundi,OdishaGajapatiParlakhemundi,Goat,Other,FAQ,29/07/2023,8000,9000,9000
Odisha,Gajapati,Parlakhemundi,OdishaGajapatiParlakhemundi,Ox,Other,FAQ,29/07/2023,28000,35000,35000
Odisha,Gajapati,Parlakhemundi,OdishaGajapatiParlakhemundi,Pineapple,Other,Small,29/07/2023,650,700,700
Odisha,Gajapati,Parlakhemundi,OdishaGajapatiParlakhemundi,Tomato,Tomato,FAQ,29/07/2023,6900,7000,7000
Odisha,Ganjam,Bhanjanagar,OdishaGanjamBhanjanagar,Banana - Green,Banana - Green,FAQ,29/07/2023,3000,3200,3100
Odisha,Ganjam,Bhanjanagar,OdishaGanjamBhanjanagar,Bitter gourd,Bitter Gourd,FAQ,29/07/2023,3400,3600,3500
Odisha,Ganjam,Bhanjanagar,OdishaGanjamBhanjanagar,Brinjal,Other,FAQ,29/07/2023,3100,3300,3200
Odisha,Ganjam,Bhanjanagar,OdishaGanjamBhanjanagar,Cauliflower,African Sarson,FAQ,29/07/2023,3600,3800,3700
Odisha,Keonjhar,Anandapur,OdishaKeonjharAnandapur,Paddy(Dhan)(Common),Common,FAQ,29/07/2023,2040,2040,2040
Odisha,Keonjhar,Anandapur,OdishaKeonjharAnandapur,Pumpkin,Pumpkin,FAQ,29/07/2023,900,1200,1050
Odisha,Mayurbhanja,Chuliaposi,OdishaMayurbhanjaChuliaposi,Bitter gourd,Bitter Gourd,FAQ,29/07/2023,4000,4000,4000
Odisha,Mayurbhanja,Chuliaposi,OdishaMayurbhanjaChuliaposi,Brinjal,Arkasheela Mattigulla,FAQ,29/07/2023,3500,3700,3500
Odisha,Mayurbhanja,Chuliaposi,OdishaMayurbhanjaChuliaposi,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2023,3500,3700,3500
Odisha,Mayurbhanja,Chuliaposi,OdishaMayurbhanjaChuliaposi,Onion,1st Sort,FAQ,29/07/2023,2400,2500,2400
Odisha,Mayurbhanja,Chuliaposi,OdishaMayurbhanjaChuliaposi,Papaya (Raw),Other,FAQ,29/07/2023,2500,2600,2500
Odisha,Mayurbhanja,Chuliaposi,OdishaMayurbhanjaChuliaposi,Potato,Local,FAQ,29/07/2023,1900,2000,1900
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Bhindi(Ladies Finger),Bhindi,FAQ,29/07/2023,3300,3400,3300
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Bitter gourd,Bitter Gourd,FAQ,29/07/2023,4000,4000,4000
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Brinjal,Brinjal,FAQ,29/07/2023,3500,3700,3500
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2023,3500,3700,3500
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Onion,Onion,FAQ,29/07/2023,2400,2500,2400
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Papaya (Raw),Other,FAQ,29/07/2023,2500,2600,2500
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Potato,Potato,FAQ,29/07/2023,1900,2000,1900
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Pumpkin,Pumpkin,FAQ,29/07/2023,1800,1900,1800
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Rice,Other,FAQ,29/07/2023,2800,3200,2800
Odisha,Mayurbhanja,Udala,OdishaMayurbhanjaUdala,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,29/07/2023,3500,3600,3500
Odisha,Sonepur,Birmaharajpur,OdishaSonepurBirmaharajpur,Brinjal,Other,FAQ,29/07/2023,3500,4000,4000
Odisha,Sonepur,Birmaharajpur,OdishaSonepurBirmaharajpur,Green Chilli,Other,FAQ,29/07/2023,10000,12000,12000
Odisha,Sonepur,Birmaharajpur,OdishaSonepurBirmaharajpur,Onion,Other,FAQ,29/07/2023,2200,2500,2500
Odisha,Sonepur,Birmaharajpur,OdishaSonepurBirmaharajpur,Potato,Other,FAQ,29/07/2023,1800,2000,2000
Odisha,Sonepur,Birmaharajpur,OdishaSonepurBirmaharajpur,Tomato,Other,FAQ,29/07/2023,10000,12000,12000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Banana - Green,Other,FAQ,29/07/2023,4000,5000,4000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Bhindi(Ladies Finger),Other,FAQ,29/07/2023,4000,6000,6000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Black Gram (Urd Beans)(Whole),Local,FAQ,29/07/2023,6600,12000,8000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Black Gram (Urd Beans)(Whole),Other,FAQ,29/07/2023,6600,12000,8000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Brinjal,Other,FAQ,29/07/2023,4000,4000,4000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Cabbage,Other,FAQ,29/07/2023,4000,5000,5000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Capsicum,Other,FAQ,29/07/2023,12000,12000,12000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Carrot,Other,FAQ,29/07/2023,4000,4000,4000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Cauliflower,Other,FAQ,29/07/2023,8000,12000,8000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Cucumbar(Kheera),Other,FAQ,29/07/2023,8000,8000,8000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,French Beans (Frasbean),Other,FAQ,29/07/2023,6000,6000,6000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Mango,Other,Medium,29/07/2023,4000,4000,4000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Mango,Other,Small,29/07/2023,4000,4000,4000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Mango,Other,Large,29/07/2023,4000,4000,4000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Onion,Onion,FAQ,29/07/2023,3000,3000,3000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Onion,Other,FAQ,29/07/2023,3000,3000,3000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Paddy(Dhan)(Common),Other,FAQ,29/07/2023,2040,2060,2040
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Potato,Other,FAQ,29/07/2023,2000,3000,3000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Rice,Other,FAQ,29/07/2023,3000,4000,4000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Sugar,Other,FAQ,29/07/2023,4400,4400,4400
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Tomato,Other,FAQ,29/07/2023,12000,12000,12000
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Wheat,Other,FAQ,29/07/2023,2125,3000,2125
Odisha,Sundergarh,Bonai,OdishaSundergarhBonai,Wheat Atta,Wheat Atta,FAQ,29/07/2023,4000,4400,4400
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Bhindi(Ladies Finger),Other,FAQ,29/07/2023,2500,2800,2700
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Bitter gourd,Other,FAQ,29/07/2023,3500,4000,3900
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Bottle gourd,Other,FAQ,29/07/2023,600,1000,900
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Brinjal,Other,FAQ,29/07/2023,2600,3000,2900
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Cabbage,Other,FAQ,29/07/2023,2200,2600,2500
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Capsicum,Other,FAQ,29/07/2023,12000,13000,12900
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Carrot,Other,FAQ,29/07/2023,2200,2600,2500
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Cauliflower,Other,FAQ,29/07/2023,3600,4000,3900
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Little gourd (Kundru),Other,FAQ,29/07/2023,1200,1600,1500
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Pointed gourd (Parval),Other,FAQ,29/07/2023,3200,3600,3500
Odisha,Sundergarh,Panposh,OdishaSundergarhPanposh,Pumpkin,Other,FAQ,29/07/2023,600,1000,900
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Bhindi(Ladies Finger),Bhindi,FAQ,29/07/2023,2900,2900,2900
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Brinjal,Brinjal,FAQ,29/07/2023,2800,2800,2800
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Cauliflower,Local,FAQ,29/07/2023,2000,2000,2000
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Green Chilli,Green Chilly,FAQ,29/07/2023,3500,3500,3500
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Onion,Red,FAQ,29/07/2023,2000,2000,2000
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Potato,Other,FAQ,29/07/2023,1700,1700,1700
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Raddish,Other,FAQ,29/07/2023,1500,1500,1500
Punjab,Amritsar,Rayya,PunjabAmritsarRayya,Tomato,Hybrid,FAQ,29/07/2023,1400,1400,1400
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Apple,Other,Large,29/07/2023,7000,16000,10000
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Banana,Other,Large,29/07/2023,1450,1550,1500
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Brinjal,Other,FAQ,29/07/2023,3000,3500,3000
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Cabbage,Other,FAQ,29/07/2023,700,1000,700
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Capsicum,Other,FAQ,29/07/2023,7573,7573,7573
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Garlic,Average,FAQ,29/07/2023,7000,7700,7700
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Mango,Other,Large,29/07/2023,4000,8000,6500
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Mousambi(Sweet Lime),Other,Large,29/07/2023,5500,6200,5800
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Onion,Other,FAQ,29/07/2023,1600,1800,1600
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Pomegranate,Other,Large,29/07/2023,8000,12500,10000
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Potato,Other,FAQ,29/07/2023,750,1000,750
Punjab,Bhatinda,Bathinda,PunjabBhatindaBathinda,Tomato,Other,FAQ,29/07/2023,6669,9000,6669
Punjab,Bhatinda,Raman,PunjabBhatindaRaman,Banana,Other,Medium,29/07/2023,2360,2670,2450
Punjab,Bhatinda,Raman,PunjabBhatindaRaman,Mango,Other,Medium,29/07/2023,2670,3450,3000
Punjab,Bhatinda,Raman,PunjabBhatindaRaman,Onion,Other,FAQ,29/07/2023,1500,1800,1650
Punjab,Bhatinda,Raman,PunjabBhatindaRaman,Potato,Other,FAQ,29/07/2023,820,980,910
Punjab,Bhatinda,Raman,PunjabBhatindaRaman,Tomato,Other,FAQ,29/07/2023,6500,7580,7070
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Banana,Other,Medium,29/07/2023,2100,2600,2300
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Cucumbar(Kheera),Other,FAQ,29/07/2023,1500,2000,1700
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Green Chilli,Other,FAQ,29/07/2023,1500,2000,1700
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Mango,Other,Medium,29/07/2023,3000,5000,4000
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Onion,Other,FAQ,29/07/2023,1400,1700,1600
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Potato,Other,FAQ,29/07/2023,700,1100,1000
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Pumpkin,Other,FAQ,29/07/2023,1000,1200,1100
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Ridgeguard(Tori),Other,FAQ,29/07/2023,1500,2500,1600
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Round gourd,Other,FAQ,29/07/2023,1500,2500,1600
Punjab,Bhatinda,Talwandi Sabo,PunjabBhatindaTalwandi Sabo,Tomato,Other,FAQ,29/07/2023,8000,11000,9000
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Apple,Other,Large,29/07/2023,20000,20000,20000
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Banana,Other,Large,29/07/2023,2500,2650,2600
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Bhindi(Ladies Finger),Other,FAQ,29/07/2023,2500,2500,2500
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Bitter gourd,Bitter Gourd,FAQ,29/07/2023,1800,2000,1900
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Cabbage,Other,FAQ,29/07/2023,1500,1600,1500
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Capsicum,Capsicum,FAQ,29/07/2023,4000,4200,4200
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Cauliflower,Other,FAQ,29/07/2023,4000,4300,4100
Punjab,Fazilka,Jalalabad,PunjabFazilkaJalalabad,Cucumbar(Kheera),Other,FAQ,29/07/2023,1300,1500,1400
